id,vesselName,vhash,companyName,chash,platformName,phash,voyageCount,multi,sortid
545,SKANDI BUCHAN,-443528389,REPSOL,-1881188397,CAYLEY,1980908645,2,1,15
546,ISLAND CHALLENGER,-1182779558,TOTAL,80012068,ELGIN,66057637,2,0,67
547,ISLAND CHALLENGER,-1182779558,REPSOL,-1881188397,BRECHIN,859081663,2,1,7
548,SKANDI CAPTAIN,-537194322,ENQUEST,-876275271,MALLARD,1551718303,2,0,32
549,SKANDI CAPTAIN,-537194322,REPSOL,-1881188397,ARBROATH,-952916089,2,1,11
550,SKANDI RONA,-1354178746,REPSOL,-1881188397,SHAW,2543947,1,0,9
551,SKANDI RONA,-1354178746,REPSOL,-1881188397,SHAW,2543947,1,0,9
552,VESTLAND CETUS,-1663906517,REPSOL,-1881188397,BRECHIN,859081663,1,0,7
553,ISLAND CHALLENGER,-1182779558,REPSOL,-1881188397,BRECHIN,859081663,1,0,7
554,SKANDI BUCHAN,-443528389,REPSOL,-1881188397,CAYLEY,1980908645,2,0,15
555,SKANDI BUCHAN,-443528389,REPSOL,-1881188397,GODWIN,2107739616,2,0,14
556,SKANDI CAPTAIN,-537194322,REPSOL,-1881188397,MONTROSE,463927351,1,0,13
557,VESTLAND MIRA,-1715940720,NEXEN,74177002,GOLDEN EAGLE,1429227533,1,0,46
558,SKANDI CAPTAIN,-537194322,ENQUEST,-876275271,KITTIWAKE,-28175409,1,0,35
559,VESTLAND CETUS,-1663906517,ENQUEST,-876275271,GADWALL,514602868,4,0,33
560,VESTLAND CETUS,-1663906517,REPSOL,-1881188397,CAYLEY,1980908645,4,1,15
561,VESTLAND CETUS,-1663906517,NEXEN,74177002,ETTRICK,-701815836,4,1,45
562,VESTLAND CETUS,-1663906517,SHELL,78865936,GANNET G,-949074896,4,1,17
563,SKANDI CAPTAIN,-537194322,ENQUEST,-876275271,MALLARD,1551718303,3,0,32
564,SKANDI CAPTAIN,-537194322,REPSOL,-1881188397,MONTROSE,463927351,3,1,13
